REF_DATE,GEO,Labour force characteristics,VALUE
2022-09,Nova Scotia,Employment,496.0
2022-09,Nova Scotia,Full-time employment,406.0
2022-09,Nova Scotia,Part-time employment,90.0
2022-09,Nova Scotia,Unemployment rate,6.2
2022-09,Nova Scotia,Participation rate,61.6
2022-09,Nova Scotia,Employment rate,57.8
2022-09,New Brunswick,Employment,381.4
2022-09,New Brunswick,Full-time employment,326.4
2022-09,New Brunswick,Part-time employment,55.0
2022-09,New Brunswick,Unemployment rate,6.5
2022-09,New Brunswick,Participation rate,60.6
2022-09,New Brunswick,Employment rate,56.7
2022-09,Quebec,Employment,4409.4
2022-09,Quebec,Full-time employment,3599.0
2022-09,Quebec,Part-time employment,810.4
2022-09,Quebec,Unemployment rate,4.4
2022-09,Quebec,Participation rate,64.5
2022-09,Quebec,Employment rate,61.7
2022-09,Ontario,Employment,7751.2
2022-09,Ontario,Full-time employment,6424.4
2022-09,Ontario,Part-time employment,1326.8
2022-09,Ontario,Unemployment rate,5.5
2022-09,Ontario,Participation rate,65.0
2022-09,Ontario,Employment rate,61.4
2022-09,Manitoba,Employment,687.5
2022-09,Manitoba,Full-time employment,561.6
2022-09,Manitoba,Part-time employment,126.0
2022-09,Manitoba,Unemployment rate,4.6
2022-09,Manitoba,Participation rate,66.5
2022-09,Manitoba,Employment rate,63.5
2022-09,Saskatchewan,Employment,576.7
2022-09,Saskatchewan,Full-time employment,470.9
2022-09,Saskatchewan,Part-time employment,105.8
2022-09,Saskatchewan,Unemployment rate,4.3
2022-09,Saskatchewan,Participation rate,67.1
2022-09,Saskatchewan,Employment rate,64.2
2022-09,Alberta,Employment,2374.7
2022-09,Alberta,Full-time employment,1931.9
2022-09,Alberta,Part-time employment,442.8
2022-09,Alberta,Unemployment rate,5.4
2022-09,Alberta,Participation rate,69.4
2022-09,Alberta,Employment rate,65.7
2022-09,British Columbia,Employment,2801.3
2022-09,British Columbia,Full-time employment,2224.5
2022-09,British Columbia,Part-time employment,576.8
2022-09,British Columbia,Unemployment rate,4.4
2022-09,British Columbia,Participation rate,65.7
2022-09,British Columbia,Employment rate,62.8
2022-10,Newfoundland and Labrador,Employment,236.7
2022-10,Newfoundland and Labrador,Full-time employment,197.7
2022-10,Newfoundland and Labrador,Part-time employment,39.0
2022-10,Newfoundland and Labrador,Unemployment rate,10.6
2022-10,Newfoundland and Labrador,Participation rate,58.2
2022-10,Newfoundland and Labrador,Employment rate,52.1
2022-10,Prince Edward Island,Employment,85.3
2022-10,Prince Edward Island,Full-time employment,72.5
2022-10,Prince Edward Island,Part-time employment,12.8
2022-10,Prince Edward Island,Unemployment rate,6.6
2022-10,Prince Edward Island,Participation rate,64.8
2022-10,Prince Edward Island,Employment rate,60.5
2022-10,Nova Scotia,Employment,495.6
2022-10,Nova Scotia,Full-time employment,413.4
2022-10,Nova Scotia,Part-time employment,82.2
2022-10,Nova Scotia,Unemployment rate,6.8
2022-10,Nova Scotia,Participation rate,61.9
2022-10,Nova Scotia,Employment rate,57.7
2022-10,New Brunswick,Employment,381.5
2022-10,New Brunswick,Full-time employment,326.4
2022-10,New Brunswick,Part-time employment,55.1
2022-10,New Brunswick,Unemployment rate,7.4
2022-10,New Brunswick,Participation rate,61.1
2022-10,New Brunswick,Employment rate,56.6
2022-10,Quebec,Employment,4433.3
2022-10,Quebec,Full-time employment,3637.5
2022-10,Quebec,Part-time employment,795.8
2022-10,Quebec,Unemployment rate,4.0
2022-10,Quebec,Participation rate,64.5
2022-10,Quebec,Employment rate,62.0
2022-10,Ontario,Employment,7804.3
2022-10,Ontario,Full-time employment,6422.1
2022-10,Ontario,Part-time employment,1382.3
2022-10,Ontario,Unemployment rate,5.5
2022-10,Ontario,Participation rate,65.3
2022-10,Ontario,Employment rate,61.7
2022-10,Manitoba,Employment,693.1
2022-10,Manitoba,Full-time employment,570.6
2022-10,Manitoba,Part-time employment,122.5
2022-10,Manitoba,Unemployment rate,4.5
2022-10,Manitoba,Participation rate,66.9
2022-10,Manitoba,Employment rate,63.9
2022-10,Saskatchewan,Employment,579.1
2022-10,Saskatchewan,Full-time employment,475.2
2022-10,Saskatchewan,Part-time employment,104.0
2022-10,Saskatchewan,Unemployment rate,4.9
2022-10,Saskatchewan,Participation rate,67.7
2022-10,Saskatchewan,Employment rate,64.3
2022-10,Alberta,Employment,2375.0
2022-10,Alberta,Full-time employment,1936.5
2022-10,Alberta,Part-time employment,438.5
2022-10,Alberta,Unemployment rate,5.5
2022-10,Alberta,Participation rate,69.3
2022-10,Alberta,Employment rate,65.5
2022-10,British Columbia,Employment,2798.7
2022-10,British Columbia,Full-time employment,2218.0
2022-10,British Columbia,Part-time employment,580.7
2022-10,British Columbia,Unemployment rate,4.6
2022-10,British Columbia,Participation rate,65.7
2022-10,British Columbia,Employment rate,62.6
2022-11,Newfoundland and Labrador,Employment,237.9
2022-11,Newfoundland and Labrador,Full-time employment,201.7
2022-11,Newfoundland and Labrador,Part-time employment,36.2
2022-11,Newfoundland and Labrador,Unemployment rate,10.3
2022-11,Newfoundland and Labrador,Participation rate,58.3
2022-11,Newfoundland and Labrador,Employment rate,52.3
2022-11,Prince Edward Island,Employment,82.3
2022-11,Prince Edward Island,Full-time employment,70.4
2022-11,Prince Edward Island,Part-time employment,11.8
2022-11,Prince Edward Island,Unemployment rate,7.0
2022-11,Prince Edward Island,Participation rate,62.6
2022-11,Prince Edward Island,Employment rate,58.2
2022-11,Nova Scotia,Employment,500.8
2022-11,Nova Scotia,Full-time employment,417.0
2022-11,Nova Scotia,Part-time employment,83.8
2022-11,Nova Scotia,Unemployment rate,5.7
2022-11,Nova Scotia,Participation rate,61.7
2022-11,Nova Scotia,Employment rate,58.2
2022-11,New Brunswick,Employment,378.8
2022-11,New Brunswick,Full-time employment,321.4
2022-11,New Brunswick,Part-time employment,57.4
2022-11,New Brunswick,Unemployment rate,7.0
2022-11,New Brunswick,Participation rate,60.2
2022-11,New Brunswick,Employment rate,56.1
2022-11,Quebec,Employment,4451.7
2022-11,Quebec,Full-time employment,3641.8
2022-11,Quebec,Part-time employment,809.8
2022-11,Quebec,Unemployment rate,3.8
2022-11,Quebec,Participation rate,64.6
2022-11,Quebec,Employment rate,62.2
2022-11,Ontario,Employment,7819.5
2022-11,Ontario,Full-time employment,6488.3
2022-11,Ontario,Part-time employment,1331.2
2022-11,Ontario,Unemployment rate,5.6
2022-11,Ontario,Participation rate,65.4
2022-11,Ontario,Employment rate,61.7
2022-11,Manitoba,Employment,692.7
2022-11,Manitoba,Full-time employment,572.3
2022-11,Manitoba,Part-time employment,120.4
2022-11,Manitoba,Unemployment rate,4.2
2022-11,Manitoba,Participation rate,66.5
2022-11,Manitoba,Employment rate,63.7
2022-11,Saskatchewan,Employment,579.1
2022-11,Saskatchewan,Full-time employment,471.1
2022-11,Saskatchewan,Part-time employment,108.0
2022-11,Saskatchewan,Unemployment rate,4.4
2022-11,Saskatchewan,Participation rate,67.2
2022-11,Saskatchewan,Employment rate,64.2
2022-11,Alberta,Employment,2382.0
2022-11,Alberta,Full-time employment,1931.9
2022-11,Alberta,Part-time employment,450.1
2022-11,Alberta,Unemployment rate,5.7
2022-11,Alberta,Participation rate,69.5
2022-11,Alberta,Employment rate,65.5
2022-11,British Columbia,Employment,2799.1
2022-11,British Columbia,Full-time employment,2229.9
2022-11,British Columbia,Part-time employment,569.2
2022-11,British Columbia,Unemployment rate,4.4
2022-11,British Columbia,Participation rate,65.4
2022-11,British Columbia,Employment rate,62.6
2022-12,Newfoundland and Labrador,Employment,239.8
2022-12,Newfoundland and Labrador,Full-time employment,202.9
2022-12,Newfoundland and Labrador,Part-time employment,36.9
2022-12,Newfoundland and Labrador,Unemployment rate,9.6
2022-12,Newfoundland and Labrador,Participation rate,58.3
2022-12,Newfoundland and Labrador,Employment rate,52.6
2022-12,Prince Edward Island,Employment,84.1
2022-12,Prince Edward Island,Full-time employment,70.7
2022-12,Prince Edward Island,Part-time employment,13.3
2022-12,Prince Edward Island,Unemployment rate,5.7
2022-12,Prince Edward Island,Participation rate,63.0
2022-12,Prince Edward Island,Employment rate,59.4
2022-12,Nova Scotia,Employment,500.5
2022-12,Nova Scotia,Full-time employment,416.8
2022-12,Nova Scotia,Part-time employment,83.8
2022-12,Nova Scotia,Unemployment rate,6.3
2022-12,Nova Scotia,Participation rate,62.0
2022-12,Nova Scotia,Employment rate,58.1
2022-12,New Brunswick,Employment,382.3
2022-12,New Brunswick,Full-time employment,323.5
2022-12,New Brunswick,Part-time employment,58.8
2022-12,New Brunswick,Unemployment rate,7.5
2022-12,New Brunswick,Participation rate,61.0
2022-12,New Brunswick,Employment rate,56.5
2022-12,Quebec,Employment,4453.0
2022-12,Quebec,Full-time employment,3661.6
2022-12,Quebec,Part-time employment,791.4
2022-12,Quebec,Unemployment rate,4.1
2022-12,Quebec,Participation rate,64.8
2022-12,Quebec,Employment rate,62.1
2022-12,Ontario,Employment,7864.0
2022-12,Ontario,Full-time employment,6516.2
2022-12,Ontario,Part-time employment,1347.8
2022-12,Ontario,Unemployment rate,5.3
2022-12,Ontario,Participation rate,65.4
2022-12,Ontario,Employment rate,62.0
2022-12,Manitoba,Employment,693.8
2022-12,Manitoba,Full-time employment,570.2
2022-12,Manitoba,Part-time employment,123.6
2022-12,Manitoba,Unemployment rate,4.5
2022-12,Manitoba,Participation rate,66.7
2022-12,Manitoba,Employment rate,63.7
2022-12,Saskatchewan,Employment,579.4
2022-12,Saskatchewan,Full-time employment,470.8
2022-12,Saskatchewan,Part-time employment,108.6
2022-12,Saskatchewan,Unemployment rate,4.3
2022-12,Saskatchewan,Participation rate,67.1
2022-12,Saskatchewan,Employment rate,64.2
2022-12,Alberta,Employment,2393.1
2022-12,Alberta,Full-time employment,1959.3
2022-12,Alberta,Part-time employment,433.8
2022-12,Alberta,Unemployment rate,5.7
2022-12,Alberta,Participation rate,69.6
2022-12,Alberta,Employment rate,65.7
2022-12,British Columbia,Employment,2808.4
2022-12,British Columbia,Full-time employment,2234.7
2022-12,British Columbia,Part-time employment,573.7
2022-12,British Columbia,Unemployment rate,4.2
2022-12,British Columbia,Participation rate,65.4
2022-12,British Columbia,Employment rate,62.7
2023-01,Newfoundland and Labrador,Employment,236.2
2023-01,Newfoundland and Labrador,Full-time employment,199.4
2023-01,Newfoundland and Labrador,Part-time employment,36.9
2023-01,Newfoundland and Labrador,Unemployment rate,10.9
2023-01,Newfoundland and Labrador,Participation rate,58.1
2023-01,Newfoundland and Labrador,Employment rate,51.8
2023-01,Prince Edward Island,Employment,84.1
2023-01,Prince Edward Island,Full-time employment,70.8
2023-01,Prince Edward Island,Part-time employment,13.3
2023-01,Prince Edward Island,Unemployment rate,7.5
2023-01,Prince Edward Island,Participation rate,63.9
2023-01,Prince Edward Island,Employment rate,59.1
2023-01,Nova Scotia,Employment,503.3
2023-01,Nova Scotia,Full-time employment,416.1
2023-01,Nova Scotia,Part-time employment,87.2
2023-01,Nova Scotia,Unemployment rate,5.4
2023-01,Nova Scotia,Participation rate,61.6
2023-01,Nova Scotia,Employment rate,58.3
2023-01,New Brunswick,Employment,382.9
2023-01,New Brunswick,Full-time employment,324.8
2023-01,New Brunswick,Part-time employment,58.1
2023-01,New Brunswick,Unemployment rate,7.1
2023-01,New Brunswick,Participation rate,60.7
2023-01,New Brunswick,Employment rate,56.4
2023-01,Quebec,Employment,4494.1
2023-01,Quebec,Full-time employment,3676.4
2023-01,Quebec,Part-time employment,817.7
2023-01,Quebec,Unemployment rate,4.3
2023-01,Quebec,Participation rate,65.4
2023-01,Quebec,Employment rate,62.6
2023-01,Ontario,Employment,7900.4
2023-01,Ontario,Full-time employment,6559.8
2023-01,Ontario,Part-time employment,1340.7
2023-01,Ontario,Unemployment rate,5.3
2023-01,Ontario,Participation rate,65.6
2023-01,Ontario,Employment rate,62.1
2023-01,Manitoba,Employment,692.9
2023-01,Manitoba,Full-time employment,568.0
2023-01,Manitoba,Part-time employment,124.9
2023-01,Manitoba,Unemployment rate,4.6
2023-01,Manitoba,Participation rate,66.6
2023-01,Manitoba,Employment rate,63.5
2023-01,Saskatchewan,Employment,584.1
2023-01,Saskatchewan,Full-time employment,474.7
2023-01,Saskatchewan,Part-time employment,109.3
2023-01,Saskatchewan,Unemployment rate,4.3
2023-01,Saskatchewan,Participation rate,67.4
2023-01,Saskatchewan,Employment rate,64.5
2023-01,Alberta,Employment,2407.6
2023-01,Alberta,Full-time employment,1965.9
2023-01,Alberta,Part-time employment,441.6
2023-01,Alberta,Unemployment rate,6.1
2023-01,Alberta,Participation rate,70.1
2023-01,Alberta,Employment rate,65.8
2023-01,British Columbia,Employment,2811.9
2023-01,British Columbia,Full-time employment,2259.1
2023-01,British Columbia,Part-time employment,552.8
2023-01,British Columbia,Unemployment rate,4.5
2023-01,British Columbia,Participation rate,65.6
2023-01,British Columbia,Employment rate,62.6
2023-02,Newfoundland and Labrador,Employment,237.8
2023-02,Newfoundland and Labrador,Full-time employment,201.8
2023-02,Newfoundland and Labrador,Part-time employment,36.0
2023-02,Newfoundland and Labrador,Unemployment rate,10.0
2023-02,Newfoundland and Labrador,Participation rate,57.8
2023-02,Newfoundland and Labrador,Employment rate,52.0
2023-02,Prince Edward Island,Employment,85.9
2023-02,Prince Edward Island,Full-time employment,72.6
2023-02,Prince Edward Island,Part-time employment,13.3
2023-02,Prince Edward Island,Unemployment rate,7.0
2023-02,Prince Edward Island,Participation rate,64.5
2023-02,Prince Edward Island,Employment rate,60.1
2023-02,Nova Scotia,Employment,501.5
2023-02,Nova Scotia,Full-time employment,415.5
2023-02,Nova Scotia,Part-time employment,86.0
2023-02,Nova Scotia,Unemployment rate,5.9
2023-02,Nova Scotia,Participation rate,61.5
2023-02,Nova Scotia,Employment rate,57.9
2023-02,New Brunswick,Employment,386.8
2023-02,New Brunswick,Full-time employment,324.5
2023-02,New Brunswick,Part-time employment,62.3
2023-02,New Brunswick,Unemployment rate,6.1
2023-02,New Brunswick,Participation rate,60.5
2023-02,New Brunswick,Employment rate,56.8
2023-02,Quebec,Employment,4490.8
2023-02,Quebec,Full-time employment,3664.3
2023-02,Quebec,Part-time employment,826.6
2023-02,Quebec,Unemployment rate,4.3
2023-02,Quebec,Participation rate,65.2
2023-02,Quebec,Employment rate,62.4
2023-02,Ontario,Employment,7932.1
2023-02,Ontario,Full-time employment,6598.2
2023-02,Ontario,Part-time employment,1333.9
2023-02,Ontario,Unemployment rate,5.2
2023-02,Ontario,Participation rate,65.6
2023-02,Ontario,Employment rate,62.2
2023-02,Manitoba,Employment,697.6
2023-02,Manitoba,Full-time employment,577.1
2023-02,Manitoba,Part-time employment,120.5
2023-02,Manitoba,Unemployment rate,4.9
2023-02,Manitoba,Participation rate,67.0
2023-02,Manitoba,Employment rate,63.7
2023-02,Saskatchewan,Employment,583.6
2023-02,Saskatchewan,Full-time employment,477.0
2023-02,Saskatchewan,Part-time employment,106.6
2023-02,Saskatchewan,Unemployment rate,4.4
2023-02,Saskatchewan,Participation rate,67.3
2023-02,Saskatchewan,Employment rate,64.3
2023-02,Alberta,Employment,2408.1
2023-02,Alberta,Full-time employment,1968.9
2023-02,Alberta,Part-time employment,439.1
2023-02,Alberta,Unemployment rate,6.1
2023-02,Alberta,Participation rate,69.8
2023-02,Alberta,Employment rate,65.6
2023-02,British Columbia,Employment,2819.0
2023-02,British Columbia,Full-time employment,2257.2
2023-02,British Columbia,Part-time employment,561.9
2023-02,British Columbia,Unemployment rate,5.3
2023-02,British Columbia,Participation rate,66.1
2023-02,British Columbia,Employment rate,62.6
2023-03,Newfoundland and Labrador,Employment,237.8
2023-03,Newfoundland and Labrador,Full-time employment,201.3
2023-03,Newfoundland and Labrador,Part-time employment,36.5
2023-03,Newfoundland and Labrador,Unemployment rate,10.4
2023-03,Newfoundland and Labrador,Participation rate,57.9
2023-03,Newfoundland and Labrador,Employment rate,51.9
2023-03,Prince Edward Island,Employment,87.1
2023-03,Prince Edward Island,Full-time employment,73.4
2023-03,Prince Edward Island,Part-time employment,13.7
2023-03,Prince Edward Island,Unemployment rate,6.9
2023-03,Prince Edward Island,Participation rate,65.1
2023-03,Prince Edward Island,Employment rate,60.6
2023-03,Nova Scotia,Employment,501.7
2023-03,Nova Scotia,Full-time employment,410.3
2023-03,Nova Scotia,Part-time employment,91.5
2023-03,Nova Scotia,Unemployment rate,5.9
2023-03,Nova Scotia,Participation rate,61.3
2023-03,Nova Scotia,Employment rate,57.7
2023-03,New Brunswick,Employment,389.1
2023-03,New Brunswick,Full-time employment,329.5
2023-03,New Brunswick,Part-time employment,59.6
2023-03,New Brunswick,Unemployment rate,5.9
2023-03,New Brunswick,Participation rate,60.6
2023-03,New Brunswick,Employment rate,57.0
2023-03,Quebec,Employment,4502.9
2023-03,Quebec,Full-time employment,3692.0
2023-03,Quebec,Part-time employment,811.0
2023-03,Quebec,Unemployment rate,4.2
2023-03,Quebec,Participation rate,65.2
2023-03,Quebec,Employment rate,62.5
2023-03,Ontario,Employment,7961.7
2023-03,Ontario,Full-time employment,6610.9
2023-03,Ontario,Part-time employment,1350.8
2023-03,Ontario,Unemployment rate,5.3
2023-03,Ontario,Participation rate,65.7
2023-03,Ontario,Employment rate,62.3
2023-03,Manitoba,Employment,705.6
2023-03,Manitoba,Full-time employment,577.7
2023-03,Manitoba,Part-time employment,127.9
2023-03,Manitoba,Unemployment rate,4.7
2023-03,Manitoba,Participation rate,67.4
2023-03,Manitoba,Employment rate,64.3
2023-03,Saskatchewan,Employment,583.2
2023-03,Saskatchewan,Full-time employment,481.3
2023-03,Saskatchewan,Part-time employment,101.9
2023-03,Saskatchewan,Unemployment rate,4.7
2023-03,Saskatchewan,Participation rate,67.3
2023-03,Saskatchewan,Employment rate,64.1
2023-03,Alberta,Employment,2424.9
2023-03,Alberta,Full-time employment,1990.0
2023-03,Alberta,Part-time employment,434.9
2023-03,Alberta,Unemployment rate,5.9
2023-03,Alberta,Participation rate,69.9
2023-03,Alberta,Employment rate,65.8
2023-03,British Columbia,Employment,2820.6
2023-03,British Columbia,Full-time employment,2258.2
2023-03,British Columbia,Part-time employment,562.5
2023-03,British Columbia,Unemployment rate,4.6
2023-03,British Columbia,Participation rate,65.4
2023-03,British Columbia,Employment rate,62.4
2023-04,Newfoundland and Labrador,Employment,237.4
2023-04,Newfoundland and Labrador,Full-time employment,200.2
2023-04,Newfoundland and Labrador,Part-time employment,37.2
2023-04,Newfoundland and Labrador,Unemployment rate,9.8
2023-04,Newfoundland and Labrador,Participation rate,57.5
2023-04,Newfoundland and Labrador,Employment rate,51.8
2023-04,Prince Edward Island,Employment,88.4
2023-04,Prince Edward Island,Full-time employment,74.5
2023-04,Prince Edward Island,Part-time employment,14.0
2023-04,Prince Edward Island,Unemployment rate,7.6
2023-04,Prince Edward Island,Participation rate,66.4
2023-04,Prince Edward Island,Employment rate,61.3
2023-04,Nova Scotia,Employment,503.8
2023-04,Nova Scotia,Full-time employment,414.8
2023-04,Nova Scotia,Part-time employment,89.0
2023-04,Nova Scotia,Unemployment rate,6.3
2023-04,Nova Scotia,Participation rate,61.7
2023-04,Nova Scotia,Employment rate,57.8
2023-04,New Brunswick,Employment,385.3
2023-04,New Brunswick,Full-time employment,327.4
2023-04,New Brunswick,Part-time employment,58.0
2023-04,New Brunswick,Unemployment rate,6.5
2023-04,New Brunswick,Participation rate,60.2
2023-04,New Brunswick,Employment rate,56.3
2023-04,Quebec,Employment,4509.8
2023-04,Quebec,Full-time employment,3687.2
2023-04,Quebec,Part-time employment,822.5
2023-04,Quebec,Unemployment rate,4.2
2023-04,Quebec,Participation rate,65.2
2023-04,Quebec,Employment rate,62.5
2023-04,Ontario,Employment,7992.2
2023-04,Ontario,Full-time employment,6605.4
2023-04,Ontario,Part-time employment,1386.8
2023-04,Ontario,Unemployment rate,5.0
2023-04,Ontario,Participation rate,65.6
2023-04,Ontario,Employment rate,62.3
2023-04,Manitoba,Employment,700.6
2023-04,Manitoba,Full-time employment,571.4
2023-04,Manitoba,Part-time employment,129.3
2023-04,Manitoba,Unemployment rate,4.9
2023-04,Manitoba,Participation rate,67.0
2023-04,Manitoba,Employment rate,63.7
2023-04,Saskatchewan,Employment,582.1
2023-04,Saskatchewan,Full-time employment,482.4
2023-04,Saskatchewan,Part-time employment,99.8
2023-04,Saskatchewan,Unemployment rate,4.7
2023-04,Saskatchewan,Participation rate,67.0
2023-04,Saskatchewan,Employment rate,63.9
2023-04,Alberta,Employment,2424.4
2023-04,Alberta,Full-time employment,1987.2
2023-04,Alberta,Part-time employment,437.2
2023-04,Alberta,Unemployment rate,5.9
2023-04,Alberta,Participation rate,69.7
2023-04,Alberta,Employment rate,65.6
2023-04,British Columbia,Employment,2818.1
2023-04,British Columbia,Full-time employment,2254.1
2023-04,British Columbia,Part-time employment,564.0
2023-04,British Columbia,Unemployment rate,5.1
2023-04,British Columbia,Participation rate,65.5
2023-04,British Columbia,Employment rate,62.2
2023-05,Newfoundland and Labrador,Employment,233.4
2023-05,Newfoundland and Labrador,Full-time employment,198.2
2023-05,Newfoundland and Labrador,Part-time employment,35.3
2023-05,Newfoundland and Labrador,Unemployment rate,10.2
2023-05,Newfoundland and Labrador,Participation rate,56.7
2023-05,Newfoundland and Labrador,Employment rate,50.9
2023-05,Prince Edward Island,Employment,89.4
2023-05,Prince Edward Island,Full-time employment,76.2
2023-05,Prince Edward Island,Part-time employment,13.2
2023-05,Prince Edward Island,Unemployment rate,7.2
2023-05,Prince Edward Island,Participation rate,66.4
2023-05,Prince Edward Island,Employment rate,61.7
2023-05,Nova Scotia,Employment,500.0
2023-05,Nova Scotia,Full-time employment,406.9
2023-05,Nova Scotia,Part-time employment,93.1
2023-05,Nova Scotia,Unemployment rate,6.1
2023-05,Nova Scotia,Participation rate,60.9
2023-05,Nova Scotia,Employment rate,57.2
2023-05,New Brunswick,Employment,386.5
2023-05,New Brunswick,Full-time employment,330.4
2023-05,New Brunswick,Part-time employment,56.1
2023-05,New Brunswick,Unemployment rate,6.3
2023-05,New Brunswick,Participation rate,60.1
2023-05,New Brunswick,Employment rate,56.3
2023-05,Quebec,Employment,4508.8
2023-05,Quebec,Full-time employment,3687.9
2023-05,Quebec,Part-time employment,820.8
2023-05,Quebec,Unemployment rate,4.1
2023-05,Quebec,Participation rate,65.0
2023-05,Quebec,Employment rate,62.4
2023-05,Ontario,Employment,7981.3
2023-05,Ontario,Full-time employment,6584.8
2023-05,Ontario,Part-time employment,1396.4
2023-05,Ontario,Unemployment rate,5.5
2023-05,Ontario,Participation rate,65.7
2023-05,Ontario,Employment rate,62.1
2023-05,Manitoba,Employment,707.0
2023-05,Manitoba,Full-time employment,580.6
2023-05,Manitoba,Part-time employment,126.4
2023-05,Manitoba,Unemployment rate,5.0
2023-05,Manitoba,Participation rate,67.5
2023-05,Manitoba,Employment rate,64.1
2023-05,Saskatchewan,Employment,580.1
2023-05,Saskatchewan,Full-time employment,477.8
2023-05,Saskatchewan,Part-time employment,102.4
2023-05,Saskatchewan,Unemployment rate,4.5
2023-05,Saskatchewan,Participation rate,66.5
2023-05,Saskatchewan,Employment rate,63.5
2023-05,Alberta,Employment,2435.6
2023-05,Alberta,Full-time employment,1991.2
2023-05,Alberta,Part-time employment,444.4
2023-05,Alberta,Unemployment rate,5.7
2023-05,Alberta,Participation rate,69.6
2023-05,Alberta,Employment rate,65.6
2023-05,British Columbia,Employment,2831.9
2023-05,British Columbia,Full-time employment,2266.6
2023-05,British Columbia,Part-time employment,565.3
2023-05,British Columbia,Unemployment rate,5.0
2023-05,British Columbia,Participation rate,65.6
2023-05,British Columbia,Employment rate,62.3
2023-06,Newfoundland and Labrador,Employment,236.6
2023-06,Newfoundland and Labrador,Full-time employment,199.1
2023-06,Newfoundland and Labrador,Part-time employment,37.5
2023-06,Newfoundland and Labrador,Unemployment rate,9.2
2023-06,Newfoundland and Labrador,Participation rate,56.7
2023-06,Newfoundland and Labrador,Employment rate,51.5
2023-06,Prince Edward Island,Employment,87.6
2023-06,Prince Edward Island,Full-time employment,75.2
2023-06,Prince Edward Island,Part-time employment,12.4
2023-06,Prince Edward Island,Unemployment rate,8.1
2023-06,Prince Edward Island,Participation rate,65.6
2023-06,Prince Edward Island,Employment rate,60.3
2023-06,Nova Scotia,Employment,503.7
2023-06,Nova Scotia,Full-time employment,414.0
2023-06,Nova Scotia,Part-time employment,89.7
2023-06,Nova Scotia,Unemployment rate,6.5
2023-06,Nova Scotia,Participation rate,61.5
2023-06,Nova Scotia,Employment rate,57.5
2023-06,New Brunswick,Employment,385.7
2023-06,New Brunswick,Full-time employment,331.1
2023-06,New Brunswick,Part-time employment,54.6
2023-06,New Brunswick,Unemployment rate,6.6
2023-06,New Brunswick,Participation rate,60.0
2023-06,New Brunswick,Employment rate,56.1
2023-06,Quebec,Employment,4521.5
2023-06,Quebec,Full-time employment,3704.6
2023-06,Quebec,Part-time employment,816.9
2023-06,Quebec,Unemployment rate,4.2
2023-06,Quebec,Participation rate,65.2
2023-06,Quebec,Employment rate,62.4
2023-06,Ontario,Employment,8029.9
2023-06,Ontario,Full-time employment,6660.1
2023-06,Ontario,Part-time employment,1369.8
2023-06,Ontario,Unemployment rate,5.6
2023-06,Ontario,Participation rate,66.0
2023-06,Ontario,Employment rate,62.3
2023-06,Manitoba,Employment,706.4
2023-06,Manitoba,Full-time employment,581.4
2023-06,Manitoba,Part-time employment,125.0
2023-06,Manitoba,Unemployment rate,4.8
2023-06,Manitoba,Participation rate,67.0
2023-06,Manitoba,Employment rate,63.9
2023-06,Saskatchewan,Employment,583.3
2023-06,Saskatchewan,Full-time employment,482.0
2023-06,Saskatchewan,Part-time employment,101.3
2023-06,Saskatchewan,Unemployment rate,5.0
2023-06,Saskatchewan,Participation rate,67.0
2023-06,Saskatchewan,Employment rate,63.7
2023-06,Alberta,Employment,2438.5
2023-06,Alberta,Full-time employment,2000.4
2023-06,Alberta,Part-time employment,438.2
2023-06,Alberta,Unemployment rate,5.9
2023-06,Alberta,Participation rate,69.5
2023-06,Alberta,Employment rate,65.4
2023-06,British Columbia,Employment,2832.0
2023-06,British Columbia,Full-time employment,2270.8
2023-06,British Columbia,Part-time employment,561.2
2023-06,British Columbia,Unemployment rate,5.5
2023-06,British Columbia,Participation rate,65.7
2023-06,British Columbia,Employment rate,62.1
2023-07,Newfoundland and Labrador,Employment,238.7
2023-07,Newfoundland and Labrador,Full-time employment,202.9
2023-07,Newfoundland and Labrador,Part-time employment,35.8
2023-07,Newfoundland and Labrador,Unemployment rate,9.1
2023-07,Newfoundland and Labrador,Participation rate,57.0
2023-07,Newfoundland and Labrador,Employment rate,51.9
2023-07,Prince Edward Island,Employment,89.2
2023-07,Prince Edward Island,Full-time employment,75.6
2023-07,Prince Edward Island,Part-time employment,13.6
2023-07,Prince Edward Island,Unemployment rate,7.6
2023-07,Prince Edward Island,Participation rate,66.2
2023-07,Prince Edward Island,Employment rate,61.2
2023-07,Nova Scotia,Employment,505.9
2023-07,Nova Scotia,Full-time employment,417.3
2023-07,Nova Scotia,Part-time employment,88.6
2023-07,Nova Scotia,Unemployment rate,7.5
2023-07,Nova Scotia,Participation rate,62.3
2023-07,Nova Scotia,Employment rate,57.6
2023-07,New Brunswick,Employment,389.8
2023-07,New Brunswick,Full-time employment,336.6
2023-07,New Brunswick,Part-time employment,53.2
2023-07,New Brunswick,Unemployment rate,6.3
2023-07,New Brunswick,Participation rate,60.3
2023-07,New Brunswick,Employment rate,56.5
2023-07,Quebec,Employment,4524.7
2023-07,Quebec,Full-time employment,3695.2
2023-07,Quebec,Part-time employment,829.5
2023-07,Quebec,Unemployment rate,4.4
2023-07,Quebec,Participation rate,65.2
2023-07,Quebec,Employment rate,62.4
2023-07,Ontario,Employment,8037.7
